h3,lat,lon,area,cost_year,CIS,n_parking
8960145b087ffff,12.984962633116188,77.57486041194295,VV Giri Colony,10609.172185430467,44.14,196
896014581cfffff,12.988401646848951,77.49973691766836,Hanumantharayan Palya,11125.24834437086,43.98,209
89618924ac3ffff,12.91117718875421,77.58505459033769,Manjunath Colony,10160.778145695365,43.97,174
8961892da23ffff,13.120533557197918,77.63072498473119,Niranthara Layout,13758.082781456957,43.88,206
8960145ae4bffff,12.959522855962454,77.51068260520356,Sri Gurukrupa Layout,9795.294701986755,43.83,185
89601459e87ffff,13.044995209010441,77.50848857222482,Hesaragatta Cross Junction,10227.493377483444,43.79,175
8961892e057ffff,12.997375067887734,77.69549491120685,VR Mall,10062.759933774834,43.77,155
89601458597ffff,12.960581702779866,77.5137062428752,BDA Layout,9141.316225165567,43.69,150
8960145b337ffff,13.005351237878584,77.54812795923264,Bovipalya,11319.834437086096,43.35,196
8961892090bffff,12.93639595139664,77.69987067135932,High Cliff,11785.149006622518,43.32,194
8960145a147ffff,12.940248816365301,77.52359065345205,Dr Ambedkar Nagar,10947.582781456957,43.18,182
8961892e927ffff,12.98487901359827,77.60013394737257,Balappa Garden,9325.750000000002,43.16,140
89618920907ffff,12.93213246534019,77.69618286201641,Prestige Sunnyside Oak,12625.253311258279,43.14,170
896189259c7ffff,12.932549820853893,77.58661670317291,Geetha Colony,8206.456953642384,42.95,155
8960145950bffff,13.026741889074469,77.54126566494294,Cardinal One,10499.188741721855,42.87,186
896014594b7ffff,13.020284990712538,77.55679949061893,Yeshwanthapura Circle,11345.215231788081,42.85,185
8961892ed4fffff,12.980500166918517,77.63015839056763,Kolimi Heights,10175.281456953642,42.83,134
8960145b483ffff,12.971002514823697,77.59448385371343,Siddalingaiah Circle,10049.586092715232,42.83,181
8960145b287ffff,13.007391517695904,77.57944857779691,Bashyam Circle,9562.637417218544,42.8,166
89618925bc7ffff,12.954980450776736,77.59120555114865,Wilson Garden,7817.28476821192,42.77,144
8961892e93bffff,12.986996487858796,77.60618855697619,Chandni Chowk,8997.491721854305,42.69,156
896189209a3ffff,12.925720379335319,77.69486803946674,Mayfair Anthem,11912.052980132448,42.69,171
8961892edd3ffff,12.968708491598832,77.63898973371475,Kittur Rani Chennamma Circle,10029.039735099339,42.58,184
896189254a3ffff,12.918319273844617,77.67366007972026,Divyasree Elan Homes,8862.12748344371,42.58,138
8961892ed0fffff,12.97303183103914,77.62581761828369,Ranka Court,9128.62582781457,42.55,175
8960145940fffff,13.033100148500397,77.55942020505074,Mattikere Layout,11565.1821192053,42.54,142
896189240cbffff,12.89171996897641,77.6400915192258,Krishna Reddy Industrial Area,10837.599337748345,42.42,173
896189240cfffff,12.890662886425304,77.6370638198439,Ozone Manay Tech Park,9534.71854304636,42.37,161
8960145a0afffff,12.935930448143269,77.53674766051421,Veerannana Guda,12309.685430463576,42.31,241
8961892cb03ffff,13.060802871917545,77.5875675162762,Block D,9495.801324503314,42.31,152
8961892c9cfffff,13.040492931046483,77.58903192006632,Hebbal,9340.132450331128,42.19,163
89618924ccbffff,12.876920765226062,77.59771497671579,Royal Meenakshi Mall,13054.188741721855,42.17,231
89618924a63ffff,12.918705298139068,77.57254735078503,Banashankari Bus Stand Junction,8857.897350993378,42.17,168
89618925b6bffff,12.9667682838388,77.58237751173624,Maldarpet,8874.8178807947,42.11,151
89618925d9bffff,12.912171654607906,77.60492729734868,MICO Layout,10879.900662251655,42.1,213
89618924a47ffff,12.917616804130882,77.57794328487263,Sangam Circle,10152.317880794702,42.07,179
896189240c3ffff,12.888514741648658,77.63943518039474,Gangotri SLV Meadows,9103.245033112584,41.97,153
89618920957ffff,12.937453384280582,77.70290116507779,Subbanna Apartment,8654.850993377484,41.93,141
89618925863ffff,12.948541857617831,77.59831850263481,Narayanpura,8409.50331125828,41.93,150
89618924a07ffff,12.91015060802967,77.57360720829021,SNN Raj Spiritua,11463.658940397352,41.83,193
8960145b693ffff,12.991288020860356,77.60144565755562,Nayak Circle,11818.990066225166,41.76,224
8961892e6cbffff,13.003694181305685,77.72211967219776,Aryav Greenfields,12182.781456953642,41.76,144
8961892cd3bffff,13.024445673718256,77.59417918940602,P&T Colony,10689.544701986755,41.75,189
8961892540bffff,12.928993897263977,77.67866067108064,Citilights Libery Apartment,11201.390728476821,41.73,206
89601459477ffff,13.035244198749306,77.55704930714344,Nada Prabhu Kempegowda Circle,10351.134105960266,41.7,158
89618925b0fffff,12.958213996335056,77.58343737890576,Ryders Junction,8976.34105960265,41.69,146
8960145a68bffff,12.944368062751975,77.56936750109753,Shopper Junction,8248.758278145697,41.67,141
8961892cd33ffff,13.021241324493856,77.59352338362679,Nrupathunga Extension,10862.980132450331,41.6,189
89601458587ffff,12.962725998344151,77.51133680677655,Sri Gurukrupa Layout,7925.576158940397,41.44,142
8961892e943ffff,12.993377421558263,77.61592752561967,Ranka D Paradise,8688.692052980134,41.39,168
89618925a37ffff,12.960301597960955,77.59791464015767,Vaswani Centropolis,9822.367549668876,41.36,184
89601458083ffff,12.986207381130725,77.51894082015416,Sumnahalli Junction,9873.129139072847,41.31,189
8961892e287ffff,13.006992956226615,77.69746766456792,Nanjamma Layout,11319.834437086096,41.24,141
8960145b4b7ffff,12.967826842587494,77.58540391152232,Cubbonpet,8764.834437086094,41.2,151
8961892e4a7ffff,12.969547561757073,77.70104248827496,Karthik Nagar,7897.657284768213,41.11,118
896189209abffff,12.928926419233223,77.69552544149163,Sandeep Square,10998.344370860928,41.08,161
8961892448bffff,12.869213175821672,77.6523509013946,Channakeshava Nagar,8983.592715231789,40.86,151
8960145868bffff,12.996825415119288,77.54076769239114,Bhimajyothi LIC Colony,8739.453642384107,40.84,148
89618925977ffff,12.937930322970495,77.57647891671995,Krest Park Apartment,9568.559602649008,40.47,170
8960145a6c7ffff,12.947572137379286,77.5700227139879,Gandhi Bazar,7453.493377483444,40.44,136
89618920ac3ffff,12.963003084325397,77.73347171431551,SV Mayfair,8698.96523178808,40.36,119
8961892e94bffff,12.996582155591616,77.61658367018129,Sindhi Colony,7148.923841059603,40.34,135
89618920933ffff,12.931075076118592,77.69315267113326,Embassy Tech Village,8790.21523178808,40.29,115
896189218a3ffff,12.98541645373974,77.74651839120118,Gulmohar,8840.976821192053,40.26,106
8960145904fffff,13.05557386914894,77.54716032518735,Gangamma Circle,7038.9403973509925,40.17,132
8961892e867ffff,12.999758626560322,77.62566796259287,Prestige Woodland Park,8925.579470198676,40.15,174
8960169052bffff,13.183463996191959,77.68301624767453,Chikkanahalli North Taluka,10050.794701986755,39.96,175
8960145b1d3ffff,12.983931029720235,77.56341163642378,Ramachandrapuram,7335.049668874172,39.95,139
896189242c3ffff,12.910951469011714,77.64402994024117,HSR Layout,8011.8708609271525,39.94,149
8960145b157ffff,12.99036564246649,77.55629993246922,ESI Hospital Junction,9010.1821192053,39.9,157
8960145a64fffff,12.958271466303657,77.5665921771838,Chamarajpet,8722.533112582782,39.78,123
8961892cbcfffff,13.062922816703056,77.59362267665112,Block G,9225.918874172186,39.75,152
896014581cbffff,12.989461000438705,77.50276042730142,Pattanagere Nagar,6645.538079470199,39.74,114
8961892e913ffff,12.983763254909702,77.61395920281534,Shree Circle,7800.364238410596,39.73,144
8960145b40fffff,12.980644056156594,77.5880262135516,Karnataka Bhavan Junction,8166.693708609272,39.72,152
89618925367ffff,12.962298263308003,77.63767678582049,Domlur,7225.066225165564,39.59,140
89618925837ffff,12.937870285299905,77.5933248784957,NIMHANS,5431.490066225166,39.52,106
896189251a7ffff,12.924895042451425,77.63282840454069,SBI Colony,6728.448675496689,39.52,121
8961892cb83ffff,13.053309975275944,77.59165509866833,Godrej Platinum,8747.913907284768,39.49,150
8961892c82fffff,13.047961186162649,77.59337095804608,Esteem Mall,8874.8178807947,39.46,172
8961892ed3bffff,12.97197341901278,77.62278965410394,Lido Mall,7483.104304635763,39.43,142
8960145b593ffff,12.961447013112009,77.57566972240768,City Market Circle,7466.183774834438,39.4,127
8961892edc3ffff,12.970855297706493,77.6366177649823,Indiranagar ESI Hospital Junction,6869.735099337749,39.35,133
8960145b4cfffff,12.980615826186819,77.59645105689309,Coffee Board Junction,8699.690397350994,39.26,161
8960145b673ffff,13.006278770411681,77.59327170418112,Munireddypalya,6785.132450331127,39.13,123
8961892eeb3ffff,12.99111494783534,77.65201601468333,NGEF Layout,12203.9321192053,39.13,155
8960145b053ffff,12.998838166048008,77.58050863110947,Kempanna Block,7466.183774834438,39.08,146
89618925e97ffff,12.937746931906027,77.62702635389311,Sony World Junction,7157.3841059602655,38.95,125
89618925c2fffff,12.928195044932728,77.6082063635402,Krishna Murthy Layout,6996.639072847683,38.93,91
8960145b1c3ffff,12.98607598654856,77.56104103815645,Prakash Nagar,7013.559602649008,38.89,122
89601459eafffff,13.04822039650394,77.50072450382113,Sobha Garrison,9513.567880794704,38.88,163
89618925c8fffff,12.92066450523223,77.62071813200546,Market Square Value Mall,7511.506622516557,38.84,120
89601696697ffff,13.094965974244323,77.60018247129763,Century Breeze,8883.278145695365,38.83,151
8960145b417ffff,12.975294086555424,77.58974166127645,Ambedkar Veedhi,8739.453642384107,38.81,167
89601690577ffff,13.184525289249677,77.68604854282104,Chikkanahalli North Taluka,9488.187086092716,38.77,161
8961892ed73ffff,12.976236744888404,77.62647389521389,Illpaythope,6852.814569536425,38.76,97
8961892cbc7ffff,13.059718530721847,77.59296679884314,Kodigehalli Gate Junction,7127.773178807948,38.74,127
8961892e963ffff,12.993405677152369,77.6075004913409,Coles Park Junction,7140.463576158942,38.65,118
89618925b47ffff,12.962476739134052,77.58711928283624,Vinoba Nagar,7804.594370860928,38.39,136
8961892e167ffff,12.9921436344337,77.66347675018947,Gopalan Grand Mall,7563.476821192055,38.34,139
8960145b6b7ffff,12.990257029512792,77.58999313400031,Kalpana Circle,7944.188741721855,38.29,141
89618924ec7ffff,12.895091060602953,77.59862238831892,Indian Institute of Management,8536.407284768213,38.28,168
8960145b3dbffff,13.009562653243261,77.56865368259274,Sarangapani,6785.132450331127,38.25,121
89618925c7bffff,12.934573339904032,77.61794373649865,KHB Colony,6607.4668874172185,38.16,124
89618925967ffff,12.940076321942193,77.57410841461159,Nattakallappa Circle,7952.649006622517,38.1,154
89618925133ffff,12.931305213783224,77.63414102093309,Koramangala,6751.291390728477,38.01,119
8961892cb13ffff,13.058658604152345,77.58993921279227,Esteem Gardenia,7292.748344370862,37.99,125
8960145b003ffff,12.993515958516587,77.57380031692995,Krishna Block,6586.316225165563,37.97,125
89601458687ffff,12.99256264868298,77.53708794077231,Basaveshwara Nagar,7115.082781456954,37.96,119
8960145b24fffff,13.025557030965164,77.58035511016185,Ashwath Nagar,7614.238410596027,37.86,131
8960145b407ffff,12.977439743696133,77.58737061034168,Ambedkar Veedhi,6810.513245033113,37.83,129
89618927667ffff,12.902150737262838,77.70410197800562,Ram Circle,6624.387417218544,37.81,114
8961892e9c3ffff,12.985880539373692,77.62001482567302,Venkatachalam Circle,5862.963576158941,37.76,105
8960145a133ffff,12.931725328386339,77.51623465733051,Ideal Home Township,6412.034768211921,37.75,105
896016964b3ffff,13.073619707788747,77.59019076373221,L&T Realty Elara Celestia,6455.1821192052985,37.74,111
8960145a23bffff,12.964762871108562,77.5426398599524,Ramesh Babu Circle,7343.509933774836,37.69,142
89618925b17ffff,12.952863792829492,77.58515269291092,Lalbagh Main Gate Junction,5972.94701986755,37.65,108
89618925533ffff,12.91627154355507,77.65074296207473,HSR Layout,5913.725165562914,37.63,108
89618925c63ffff,12.933515474586674,77.61491644470627,KHB Colony,6649.768211920531,37.57,126
8960145b45bffff,12.987024730463645,77.59776261804,Rajiv Gandhi Colony,7512.71523178808,37.56,129
89618925a4bffff,12.9741491418856,77.611991046319,Bangalore Central,6719.988410596027,37.5,130
89601458507ffff,12.970217401106565,77.50725217068086,Papareddypalya Circle,5882.422185430464,37.48,93
89618926393ffff,12.841420693958934,77.6494705455385,Genesis Eco Sphere,7030.480132450331,37.47,124
89601690c77ffff,13.192101414692646,77.648207140394,Sadahalli Gate Junction,8984.801324503313,37.38,122
8961892cb57ffff,13.065067090908125,77.59125087474521,Ganapathinagar,7762.293046357617,37.31,129
8960145b56fffff,12.980727103642337,77.5627564637352,Ramachandrapuram,6070.240066225167,37.3,109
8961892dd8bffff,13.071352483220462,77.63470936028378,Ex Serviceman Layout,6668.380794701988,37.24,100
8961892728fffff,12.905392233600809,77.69632648688318,Doddakannelli Circle,7893.427152317882,37.14,135
89618925973ffff,12.938988470697542,77.57950481221539,Cauvery Circle,6438.261589403974,37.02,122
8960145969bffff,13.046950946663063,77.57349211341773,Muniyappa Layout,7047.400662251657,36.9,122
89618925b33ffff,12.953951350363454,77.57975572931944,Minerva Circle,6006.788079470199,36.85,106
89601458483ffff,12.97119712613916,77.53552982919537,Police Quarters,7208.14569536424,36.83,125
89618924acbffff,12.914381546759694,77.58571001144226,Marenahalli,6421.34105960265,36.81,109
8961892e9cfffff,12.988026659309769,77.61764309755067,Meanee Avenue Layout,5888.3443708609275,36.79,115
8960145b54fffff,12.98069969480867,77.57117891672155,Ayurvedic Hospital Junction,7038.940397350993,36.78,120
8961892420bffff,12.914189675489924,77.63625882334098,The Metropolitan Cooperative Housing Society,7047.400662251656,36.78,132
8961892446fffff,12.883161251547719,77.64115021308399,Ramaiah Reddy Layout,7512.71523178808,36.71,127
896016966afffff,13.100336776688025,77.59003802881873,East Colony,6315.587748344371,36.67,122
8961892526fffff,12.972910934462128,77.65953522002303,Nada Prabhu Kempegowda Circle,5583.774834437087,36.64,103
8960145b4afffff,12.973176787295207,77.5836885137371,Cauvery Bhavan,6522.864238410596,36.62,121
8960145862fffff,13.00328306895798,77.52523752071257,Swatantra Yodhara Nagar,5706.448675496689,36.52,77
89601459523ffff,13.023562749560151,77.53219006885459,FTI Junction,5768.087748344372,36.44,100
8960145b603ffff,13.000929070055918,77.59498730472522,Income Tax and Central Excise Staff Quarters,6057.549668874172,36.43,103
8961892ec87ffff,12.96973627091001,77.65044792008068,Indian Airlines Staff Quarters,7208.145695364237,36.43,104
89601458627ffff,13.000079761955622,77.52458298570933,Kempegowda Layout,5727.5993377483455,36.42,86
89618925577ffff,12.922682289904667,77.65205617795479,HSR Layout,5093.079470198676,36.41,97
89618925997ffff,12.922936788105936,77.58465033100013,Shri Satya Sai Circle,5752.980132450331,36.31,95
89618925d07ffff,12.917554745552911,77.59478841339987,East End Circle,7919.5331125827815,36.3,115
8960145b197ffff,12.975405506318967,77.55605019083654,Purva Sunflower,5829.122516556292,36.21,105
89618924b63ffff,12.911300172600205,77.55137190265266,Komarla Brigade Residency,5989.867549668875,36.17,76
8960145b143ffff,12.993569455651906,77.5569550108656,Prakash Nagar,7563.476821192055,36.14,128
89618925b07ffff,12.955009726540505,77.5827819049647,Mantri Blossom,6670.314569536423,36.04,104
896189359a7ffff,12.819847261544028,77.69004192260125,Janatha Colony,6527.0943708609275,35.97,95
8960145b16fffff,12.995740274474858,77.54616317511315,Indiranagar,5401.033112582783,35.93,87
89601458443ffff,12.98615564359418,77.53577851325464,Papajan Garden,5423.029801324504,35.92,91
89618925a6bffff,12.974178180807472,77.60356490995866,KP New Extension,6285.976821192054,35.83,116
8960145b153ffff,12.99142471030218,77.55932558615133,Prakash Nagar,6692.069536423842,35.77,114
89618925b73ffff,12.961418272288581,77.58409287131197,Kumbaragundi,6205.604304635762,35.75,111
89618926217ffff,12.855262583654103,77.66355198251503,Nanjuda Reddy Layout,6438.261589403974,35.72,86
8961892abbbffff,13.053818408374429,77.76338353135617,Brigade Golden Triangle,5181.912251655629,35.71,84
8961892584bffff,12.95171642326547,77.60739932782185,Muthanna Garden,5748.75,35.69,110
89618924c5bffff,12.882272777527701,77.59600006109679,Vijay Shree Layout,5313.0463576158945,35.68,92
8961892cb27ffff,13.059766990416827,77.5761142420096,Kodigehalli Circle,5888.3443708609275,35.68,99
8960145b497ffff,12.967798089801708,77.59382815626195,Sampangiram Nagar,6463.64238410596,35.58,109
89601459e03ffff,13.053543896821735,77.50742722139053,Defence Colony,5118.460264900664,35.45,97
89618925b8bffff,12.951776056392678,77.5905499460404,Kengal Hanumanthaiah Circle,5368.0380794702005,35.13,101
89618925ebbffff,12.942040982607901,77.62228339288163,KR Garden,5651.456953642384,35.09,106
896014580afffff,12.98837663975394,77.5081536010024,BM Shankarappa Industrial Estate,5579.544701986756,35.07,98
89618925ba3ffff,12.948601205513501,77.58147101247559,Lalbhagh West Gate Circle,5939.105960264902,35.07,108
8960145b013ffff,12.991370856180033,77.57617122413642,Unishire Pratyaksh,4754.6688741721855,35.06,89
89618924a5bffff,12.91973245659429,77.58399491053271,Jayanagar,5439.950331125828,35.05,98
8960145b517ffff,12.967883527584744,77.5685578119315,Akkimakalamna Gudi,5583.774834437087,34.93,93
896016901d7ffff,13.19201901574111,77.68195718816577,Begur Chikkanahalli,5617.615894039735,34.66,99
