h3,lat,lon,day,hour,window,risk,risk_low,risk_high,cell_rate
8960145b553ffff,12.976409087424585,77.5759204607417,Sat,11,11:00-12:00,10.242570405191193,4.192857284996163,12.063283622455684,527.0869565217391
8960145b553ffff,12.976409087424585,77.5759204607417,Sat,10,10:00-11:00,10.22045424939526,4.392893915083549,12.205210417698348,527.0869565217391
8960145b553ffff,12.976409087424585,77.5759204607417,Tue,9,09:00-10:00,10.048033341370402,3.8022288760966454,11.437121796475813,527.0869565217391
8960145b553ffff,12.976409087424585,77.5759204607417,Sun,8,08:00-09:00,10.031557337590634,4.4941001067602295,12.75548963278781,527.0869565217391
89618920923ffff,12.933223647523132,77.69077993064658,Fri,5,05:00-06:00,9.888367402559592,3.4297364261292653,11.273093082675391,293.4347826086956
89618920923ffff,12.933223647523132,77.69077993064658,Fri,4,04:00-05:00,9.829170813323952,3.4249937955963823,11.65723239452393,293.4347826086956
89618920923ffff,12.933223647523132,77.69077993064658,Tue,8,08:00-09:00,9.81085168820309,2.20306357001512,11.358890919272676,293.4347826086956
89618920923ffff,12.933223647523132,77.69077993064658,Sat,4,04:00-05:00,9.492467458614431,3.660433832596633,11.926926349827221,293.4347826086956
8960145b553ffff,12.976409087424585,77.5759204607417,Sun,11,11:00-12:00,9.485517592795269,4.311418648812014,13.23428227288824,527.0869565217391
89618920923ffff,12.933223647523132,77.69077993064658,Thu,4,04:00-05:00,9.393046925161924,3.431033884041585,12.621095578075876,293.4347826086956
